Data Source,Region,Basin,Catchment,Site Code,Site Name,Latitude,Longitude,Datum,Sample Reference,Sampling Year,Date Time,Collection Method,Sampling Depth (m),Laboratory,Analysis Method,Analyte Group,Analyte,Operator,Value,Unit,Quality Code,Comment,Project Name,Project Description
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022750,2001-2002,03/10/2001 13:00,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022751,2001-2002,16/11/2001 12:13,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0064,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022751,2001-2002,16/11/2001 12:13,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0003,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022752,2001-2002,25/01/2002 11:02,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0078,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022752,2001-2002,25/01/2002 11:02,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0002,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022753,2001-2002,28/02/2002 16:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0027,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022753,2001-2002,28/02/2002 16:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0003,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022754,2001-2002,11/04/2002 15:34,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0132,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022754,2001-2002,11/04/2002 15:34,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0008,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022755,2001-2002,17/05/2002 7:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0183,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022755,2001-2002,17/05/2002 7:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0009,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022756,2002-2003,26/07/2002 12:22,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0191,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022756,2002-2003,26/07/2002 12:22,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0007,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022757,2002-2003,07/08/2002 11:04,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0142,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,O'Connell,O'Connell River,JC124002,O'Connell River Mouth via Magee Road,-20.55705,148.65456,GDA2020,9022757,2002-2003,07/08/2002 11:04,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0007,Milligrams/Litre,910,Baseflow,Coast and Clean Seas Whitsunday Rivers,Licence CC BY. Water quality monitoring of 17 sites in the Whitsunday region from December 2000 to August 2002. Data includes physico-chemical - sediment - nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023539,2004-2005,23/01/2005 4:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.016,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023539,2004-2005,23/01/2005 4:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.003,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023540,2004-2005,23/01/2005 6:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.093,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023540,2004-2005,23/01/2005 6:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.003,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023541,2004-2005,23/01/2005 8:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.123,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023541,2004-2005,23/01/2005 8:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.003,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023542,2004-2005,23/01/2005 10:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.093,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023542,2004-2005,23/01/2005 10:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023543,2004-2005,23/01/2005 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.085,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023543,2004-2005,23/01/2005 12:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023544,2004-2005,26/01/2005 16:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.062,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023544,2004-2005,26/01/2005 16:15,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023545,2004-2005,09/04/2005 10:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.062,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023545,2004-2005,09/04/2005 10:30,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023591,2005-2006,28/01/2006 10:10,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.024,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250043,Finch Hatton Creek at Braithwaites Crossing,-21.0887,148.6336,GDA2020,9023591,2005-2006,28/01/2006 10:10,Manual,,TropWATER Water Quality Laboratory,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.0013,Milligrams/Litre,910,,Mackay Whitsundays Healthy Waterways 2005-2008,Licence CC BY. Event and baseflow water quality from sites across the Mackay Whitsunday region from 2005 to 2008. Data includes sediment - nutrients - pesticides. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006649,1998-1999,15/07/1998 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.01638,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006649,1998-1999,15/07/1998 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006650,1998-1999,15/11/1998 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.01792,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006650,1998-1999,15/11/1998 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006651,1998-1999,15/02/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0182,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006651,1998-1999,15/02/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006652,1998-1999,15/04/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.01092,Milligrams/Litre,920,Low flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006652,1998-1999,15/04/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,920,Low flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006653,1998-1999,15/06/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.0217,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006653,1998-1999,15/06/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006654,1999-2000,15/08/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.01666,Milligrams/Litre,920,Low flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006654,1999-2000,15/08/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,920,Low flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006655,1999-2000,15/10/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.02702,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006655,1999-2000,15/10/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.002,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006656,1999-2000,15/12/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrate as N,+,0.00406,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
Third Party,Mackay Whitsunday,Pioneer,Pioneer River,1250047,Rawson's Creek at Finch Hatton Gorge,-21.06732,148.637257,GDA2020,9006656,1999-2000,15/12/1999 0:00,Manual,,,See Metadata in Project description,"Cations, Anions, Alkalinity & Hardness",Nitrite as N,+,0.001,Milligrams/Litre,920,Moderate flow,Laxton GBR river water quality,Licence CC BY. Water quality data from 22 sites in pristine river sections within the Great Barrier Reef catchments. Data include physico-chem and nutrients. Metadata: https://storymaps.arcgis.com/stories/a2b9582ba4b54247b46bc5075806f1c4
